Pedestrian_Involved,Accident Severity,Time of Day,Day of Week,Weather Conditions,Lighting Conditions,Road Type,Road Condition,Traffic Control Presence,Speed Limit (km/h),Number of Vehicles Involved
0,Minor,0:13,Monday,Stormy,Dark,National Highway,Wet,Guard,60,5
0,Minor,14:13,Thursday,Clear,Dawn,State Highway,Under Construction,Unknown,100,1
0,Minor,8:45,Thursday,Stormy,Daylight,State Highway,Dry,None,65,2
0,Minor,21:21,Thursday,Clear,Dark,State Highway,Icy,Guard,68,1
0,Minor,12:24,Wednesday,Foggy,Dusk,State Highway,Dry,Unknown,84,3
1,Minor,18:42,Tuesday,Foggy,Dusk,National Highway,Under Construction,Guard,61,2
0,Minor,8:09,Sunday,Clear,Dark,National Highway,Wet,None,42,4
0,Minor,11:16,Monday,Rainy,Dusk,Village Road,Icy,Guard,46,4
0,Fatal,19:10,Friday,Foggy,Dark,National Highway,Dry,Guard,108,1
0,Minor,4:34,Friday,Stormy,Dusk,National Highway,Under Construction,Unknown,51,3
1,Serious,0:28,Sunday,Stormy,Dark,Village Road,Wet,Signals,102,4
1,Serious,18:36,Tuesday,Snowy,Daylight,National Highway,Wet,Guard,107,5
0,Minor,12:55,Thursday,Hazy,Daylight,State Highway,Dry,Signals,22,2
0,Minor,11:33,Monday,Hazy,Daylight,Urban Road,Under Construction,Signs,79,5
0,Minor,11:05,Friday,Hazy,Daylight,Urban Road,Wet,Guard,95,4
0,Minor,5:01,Sunday,Stormy,Dusk,Village Road,Wet,Signals,118,4
0,Minor,4:33,Saturday,Snowy,Dawn,National Highway,Icy,Signs,98,1
0,Minor,17:32,Sunday,Hazy,Dark,National Highway,Wet,Unknown,36,1
0,Minor,2:47,Friday,Hazy,Dawn,Village Road,Dry,Guard,51,2
0,Minor,16:57,Thursday,Clear,Dusk,Urban Road,Under Construction,Unknown,26,1
0,Minor,15:02,Saturday,Clear,Dusk,State Highway,Under Construction,Signs,102,3
0,Minor,14:53,Tuesday,Clear,Dawn,National Highway,Icy,Unknown,90,2
0,Minor,2:26,Monday,Rainy,Dawn,Village Road,Under Construction,Unknown,88,3
0,Minor,8:20,Tuesday,Hazy,Dusk,State Highway,Dry,None,77,1
0,Minor,8:18,Tuesday,Rainy,Dusk,Village Road,Wet,Signs,59,2
1,Serious,9:58,Sunday,Snowy,Dark,Village Road,Icy,Unknown,104,4
0,Minor,6:21,Monday,Stormy,Daylight,Village Road,Under Construction,Signals,67,5
0,Minor,5:37,Monday,Hazy,Daylight,Urban Road,Icy,Signs,70,4
0,Minor,18:17,Friday,Stormy,Dark,Urban Road,Icy,None,76,3
0,Minor,4:50,Friday,Clear,Dawn,Village Road,Under Construction,Guard,90,4
0,Minor,16:48,Monday,Hazy,Dusk,National Highway,Icy,Unknown,56,4
0,Minor,21:33,Saturday,Foggy,Dawn,State Highway,Under Construction,Signals,106,5
1,Minor,13:32,Wednesday,Rainy,Daylight,National Highway,Dry,None,94,5
0,Minor,10:25,Friday,Rainy,Daylight,Urban Road,Under Construction,Signs,93,4
0,Minor,18:44,Wednesday,Hazy,Dawn,State Highway,Wet,Unknown,104,5
0,Minor,17:01,Sunday,Clear,Daylight,Village Road,Under Construction,None,74,4
0,Minor,18:51,Saturday,Rainy,Dusk,National Highway,Wet,None,60,2
0,Serious,5:27,Monday,Clear,Dark,National Highway,Icy,Signals,116,4
1,Minor,1:43,Saturday,Snowy,Dawn,Village Road,Under Construction,Guard,39,1
0,Minor,9:53,Friday,Stormy,Dusk,National Highway,Wet,Guard,52,5
1,Minor,5:17,Tuesday,Foggy,Dusk,Urban Road,Under Construction,Guard,59,5
1,Minor,14:45,Sunday,Stormy,Daylight,Village Road,Under Construction,Signs,118,3
0,Minor,7:54,Monday,Stormy,Dusk,National Highway,Under Construction,None,53,3
0,Minor,17:26,Thursday,Snowy,Dawn,Village Road,Dry,Signs,81,1
0,Minor,14:36,Sunday,Rainy,Dusk,State Highway,Wet,None,119,5
0,Serious,0:35,Wednesday,Foggy,Dark,Village Road,Dry,Signals,110,5
0,Minor,12:12,Saturday,Rainy,Dusk,National Highway,Dry,Signals,38,3
0,Minor,0:13,Monday,Hazy,Dusk,Urban Road,Wet,Signs,62,3
0,Serious,6:14,Sunday,Stormy,Dark,Village Road,Under Construction,Signs,88,4
0,Minor,17:43,Saturday,Hazy,Dusk,Village Road,Dry,Signals,82,5
1,Minor,3:58,Monday,Clear,Dusk,National Highway,Dry,Unknown,112,5
0,Minor,6:56,Friday,Stormy,Daylight,Urban Road,Dry,Guard,29,4
1,Minor,15:21,Sunday,Rainy,Dawn,Urban Road,Under Construction,Guard,32,5
0,Minor,7:54,Friday,Stormy,Daylight,State Highway,Dry,Signals,112,1
0,Minor,11:38,Sunday,Clear,Dawn,State Highway,Icy,Guard,24,3
0,Minor,20:13,Friday,Snowy,Dark,National Highway,Wet,Unknown,77,3
0,Minor,15:12,Saturday,Hazy,Dark,Urban Road,Icy,Unknown,78,3
1,Fatal,16:49,Thursday,Hazy,Dark,Urban Road,Under Construction,None,95,2
1,Minor,18:23,Sunday,Rainy,Dawn,State Highway,Dry,Signs,78,1
1,Serious,2:52,Sunday,Stormy,Dawn,State Highway,Wet,Guard,96,1
0,Minor,13:32,Friday,Rainy,Dawn,National Highway,Dry,Unknown,105,4
0,Minor,16:54,Monday,Snowy,Dark,Urban Road,Under Construction,Signs,34,2
1,Serious,8:09,Sunday,Stormy,Dawn,Village Road,Wet,Signs,96,5
1,Minor,3:39,Friday,Stormy,Dusk,State Highway,Icy,None,20,1
1,Minor,22:11,Tuesday,Rainy,Daylight,National Highway,Wet,Signs,57,2
0,Minor,22:52,Friday,Rainy,Dark,Urban Road,Dry,Signs,72,2
0,Minor,23:16,Saturday,Clear,Daylight,Urban Road,Wet,Signals,71,1
1,Minor,19:26,Thursday,Snowy,Dusk,State Highway,Under Construction,None,20,4
0,Minor,5:10,Tuesday,Clear,Dawn,National Highway,Under Construction,None,30,2
1,Minor,15:43,Saturday,Hazy,Daylight,Village Road,Wet,Guard,77,3
1,Minor,3:58,Saturday,Stormy,Dusk,State Highway,Under Construction,Signs,59,2
0,Minor,13:34,Saturday,Rainy,Dusk,National Highway,Under Construction,Guard,105,5
1,Minor,16:55,Monday,Stormy,Daylight,Urban Road,Under Construction,Unknown,118,1
1,Minor,18:40,Saturday,Stormy,Dark,Village Road,Icy,Signs,79,5
0,Minor,5:50,Monday,Foggy,Daylight,National Highway,Dry,Unknown,63,4
1,Minor,13:46,Saturday,Hazy,Dark,Village Road,Under Construction,Signals,25,3
0,Minor,3:51,Wednesday,Foggy,Dawn,National Highway,Wet,Signs,47,1
1,Minor,17:21,Tuesday,Stormy,Dark,National Highway,Under Construction,Guard,50,2
0,Minor,10:22,Wednesday,Rainy,Dawn,National Highway,Icy,Guard,27,3
1,Minor,2:18,Saturday,Stormy,Daylight,National Highway,Wet,Signs,24,2
0,Minor,12:29,Tuesday,Hazy,Dawn,Village Road,Dry,Guard,73,4
0,Minor,11:44,Tuesday,Foggy,Dusk,State Highway,Wet,Signs,36,1
1,Minor,22:47,Sunday,Rainy,Dawn,Village Road,Wet,None,57,4
0,Minor,18:01,Thursday,Stormy,Dark,National Highway,Wet,Guard,28,4
0,Serious,21:18,Wednesday,Snowy,Dark,Village Road,Wet,Signs,93,4
1,Serious,2:57,Thursday,Hazy,Dark,Village Road,Under Construction,Signs,103,4
1,Minor,1:34,Tuesday,Hazy,Dawn,Village Road,Dry,Guard,97,2
0,Minor,0:46,Monday,Snowy,Dark,National Highway,Under Construction,None,33,5
0,Minor,8:21,Tuesday,Stormy,Dark,Village Road,Icy,Guard,45,2
0,Minor,0:38,Thursday,Hazy,Dusk,Urban Road,Icy,Signs,112,3
0,Minor,22:04,Wednesday,Rainy,Dawn,National Highway,Wet,None,81,4
0,Minor,8:23,Saturday,Stormy,Dusk,Village Road,Under Construction,Unknown,110,3
0,Minor,19:58,Sunday,Stormy,Dark,Urban Road,Under Construction,Signals,44,2
1,Serious,13:39,Sunday,Foggy,Dark,Village Road,Dry,Guard,99,4
1,Minor,6:22,Sunday,Hazy,Dark,State Highway,Dry,Signs,55,2
1,Minor,8:33,Saturday,Hazy,Dawn,Village Road,Dry,None,117,4
0,Minor,23:51,Sunday,Snowy,Daylight,Village Road,Under Construction,None,99,2
0,Minor,17:55,Wednesday,Foggy,Dark,State Highway,Dry,Unknown,52,1
0,Minor,1:09,Saturday,Foggy,Dark,National Highway,Dry,Guard,22,5
0,Serious,19:54,Sunday,Hazy,Dark,State Highway,Dry,None,106,5
0,Minor,7:00,Saturday,Stormy,Dark,National Highway,Wet,Unknown,30,4
1,Minor,17:15,Thursday,Foggy,Dawn,State Highway,Icy,Signs,77,1
0,Minor,1:39,Wednesday,Snowy,Daylight,Village Road,Icy,Unknown,83,3
0,Minor,8:33,Friday,Foggy,Daylight,Village Road,Under Construction,Guard,37,1
0,Minor,23:40,Monday,Snowy,Daylight,National Highway,Under Construction,Unknown,66,4
1,Serious,10:13,Sunday,Foggy,Dark,National Highway,Wet,None,63,1
0,Serious,0:18,Monday,Snowy,Dark,Urban Road,Icy,None,112,3
0,Minor,10:11,Saturday,Foggy,Daylight,Urban Road,Dry,Signals,78,4
0,Minor,21:46,Monday,Foggy,Daylight,Village Road,Dry,Unknown,69,5
1,Serious,14:50,Wednesday,Rainy,Dark,Village Road,Under Construction,Signs,88,1
0,Serious,10:40,Wednesday,Snowy,Dark,Urban Road,Icy,Guard,107,5
1,Minor,22:35,Tuesday,Snowy,Dusk,Urban Road,Under Construction,Signals,48,5
1,Minor,8:32,Sunday,Snowy,Dusk,National Highway,Under Construction,Unknown,112,2
0,Minor,13:59,Tuesday,Clear,Dusk,State Highway,Dry,Signs,109,3
0,Minor,9:31,Monday,Foggy,Daylight,National Highway,Dry,Signals,86,1
1,Minor,2:03,Friday,Snowy,Dawn,Urban Road,Icy,None,21,5
0,Minor,2:07,Tuesday,Hazy,Dark,Village Road,Under Construction,Guard,44,5
0,Minor,16:12,Tuesday,Clear,Dusk,Urban Road,Wet,Unknown,38,3
1,Minor,19:05,Wednesday,Rainy,Dawn,Village Road,Icy,Signs,59,5
1,Minor,7:14,Friday,Snowy,Dark,Village Road,Under Construction,None,21,5
1,Minor,12:18,Saturday,Snowy,Dawn,Village Road,Icy,Signals,102,5
1,Minor,21:52,Monday,Clear,Daylight,Village Road,Icy,Guard,84,5
0,Minor,5:58,Tuesday,Foggy,Daylight,State Highway,Icy,Signals,81,2
0,Minor,19:30,Friday,Hazy,Daylight,Urban Road,Wet,Signals,110,2
1,Minor,7:23,Sunday,Rainy,Dusk,National Highway,Wet,Signs,73,4
0,Minor,9:19,Friday,Snowy,Dark,Village Road,Dry,None,64,1
0,Minor,6:45,Monday,Foggy,Daylight,Village Road,Dry,Unknown,68,3
1,Minor,20:04,Friday,Hazy,Dusk,National Highway,Under Construction,Signs,118,4
0,Minor,15:32,Friday,Hazy,Dusk,National Highway,Icy,Guard,88,2
0,Minor,1:37,Friday,Rainy,Dusk,Village Road,Under Construction,Signals,57,2
0,Minor,22:13,Sunday,Stormy,Dusk,National Highway,Dry,Guard,23,2
0,Minor,22:26,Tuesday,Hazy,Daylight,National Highway,Wet,Signs,36,4
0,Minor,10:03,Monday,Stormy,Dusk,State Highway,Dry,Signs,72,2
0,Minor,19:09,Sunday,Hazy,Daylight,National Highway,Under Construction,Unknown,104,4
0,Minor,14:59,Friday,Rainy,Daylight,Urban Road,Dry,Signals,72,2
0,Minor,17:43,Friday,Clear,Dusk,Urban Road,Under Construction,Signs,50,5
1,Minor,4:09,Tuesday,Rainy,Daylight,Urban Road,Under Construction,Guard,41,5
0,Minor,14:20,Monday,Rainy,Dark,Village Road,Under Construction,Unknown,30,1
1,Minor,3:27,Wednesday,Clear,Dark,Urban Road,Under Construction,Guard,53,2
0,Minor,22:29,Sunday,Clear,Dawn,State Highway,Dry,Signals,34,1
0,Minor,13:57,Tuesday,Foggy,Dark,Urban Road,Under Construction,Unknown,29,4
1,Minor,18:19,Monday,Hazy,Daylight,Village Road,Under Construction,Unknown,115,1
0,Minor,18:25,Sunday,Foggy,Daylight,State Highway,Icy,Unknown,72,2
1,Minor,10:52,Friday,Clear,Dark,Urban Road,Under Construction,None,67,4
0,Minor,12:14,Monday,Stormy,Dusk,State Highway,Dry,Unknown,50,4
1,Minor,7:50,Monday,Stormy,Dusk,State Highway,Under Construction,Guard,56,5
0,Minor,13:38,Saturday,Rainy,Daylight,Village Road,Wet,Guard,47,4
1,Minor,20:43,Monday,Snowy,Dusk,Village Road,Wet,Signals,50,4
0,Minor,18:55,Wednesday,Rainy,Dawn,State Highway,Under Construction,Signs,89,1
1,Minor,6:11,Monday,Rainy,Dawn,Urban Road,Wet,Signs,33,4
0,Serious,8:03,Wednesday,Snowy,Dark,Village Road,Wet,None,106,3
0,Minor,23:36,Friday,Hazy,Dark,State Highway,Dry,Unknown,35,5
1,Minor,5:25,Wednesday,Clear,Dusk,National Highway,Icy,None,44,5
0,Minor,22:27,Sunday,Stormy,Daylight,National Highway,Wet,Signals,58,4
0,Serious,2:59,Friday,Rainy,Dark,Village Road,Wet,Signals,85,1
0,Minor,17:57,Friday,Snowy,Dawn,Urban Road,Icy,Signs,57,5
0,Minor,6:16,Wednesday,Foggy,Dark,National Highway,Icy,Signals,60,5
0,Serious,19:54,Tuesday,Rainy,Dark,National Highway,Wet,Unknown,117,3
0,Minor,18:22,Thursday,Stormy,Dawn,National Highway,Under Construction,Guard,59,4
1,Serious,21:01,Monday,Clear,Daylight,Urban Road,Wet,Signals,83,5
0,Serious,9:51,Saturday,Rainy,Dark,Urban Road,Under Construction,None,108,5
0,Serious,18:09,Thursday,Rainy,Dark,Village Road,Under Construction,Unknown,119,5
1,Minor,7:15,Monday,Hazy,Dark,Village Road,Under Construction,Signals,35,5
1,Minor,9:00,Monday,Snowy,Dusk,National Highway,Icy,Signals,101,1
0,Serious,1:44,Friday,Foggy,Dark,Urban Road,Wet,Unknown,96,2
0,Minor,6:36,Monday,Foggy,Dawn,State Highway,Wet,Signals,78,3
0,Minor,21:38,Saturday,Clear,Daylight,National Highway,Dry,Guard,110,1
0,Minor,12:04,Monday,Stormy,Daylight,Village Road,Icy,Signs,117,3
0,Minor,21:39,Wednesday,Clear,Dawn,Urban Road,Dry,Unknown,30,5
0,Minor,11:40,Thursday,Rainy,Dusk,Village Road,Dry,None,20,3
0,Minor,8:15,Wednesday,Rainy,Dawn,Village Road,Under Construction,Signals,32,4
0,Minor,8:01,Saturday,Foggy,Daylight,Urban Road,Icy,Signs,49,4
1,Minor,21:06,Monday,Stormy,Dawn,National Highway,Dry,None,88,2
1,Minor,21:31,Sunday,Snowy,Dusk,Urban Road,Wet,None,37,2
0,Minor,0:03,Saturday,Stormy,Daylight,National Highway,Dry,Guard,97,3
0,Minor,16:43,Friday,Rainy,Dusk,Village Road,Icy,Signs,32,1
0,Minor,1:48,Wednesday,Snowy,Dawn,Urban Road,Wet,Unknown,51,1
1,Serious,12:48,Wednesday,Stormy,Dark,State Highway,Wet,Signs,90,5
0,Minor,14:12,Tuesday,Stormy,Dawn,National Highway,Wet,Signs,91,1
0,Minor,2:03,Monday,Snowy,Dusk,State Highway,Under Construction,None,69,2
1,Serious,12:47,Friday,Rainy,Dawn,National Highway,Wet,Guard,90,1
1,Serious,5:02,Sunday,Stormy,Dark,Urban Road,Under Construction,Guard,99,5
1,Minor,0:49,Wednesday,Snowy,Dusk,State Highway,Under Construction,Signs,50,4
1,Minor,6:50,Wednesday,Hazy,Dawn,Urban Road,Dry,Signs,70,1
0,Minor,22:44,Friday,Hazy,Dusk,National Highway,Dry,Signals,46,1
0,Minor,15:50,Saturday,Rainy,Dusk,National Highway,Wet,None,79,2
1,Minor,13:35,Saturday,Snowy,Daylight,National Highway,Icy,Unknown,52,3
1,Minor,3:11,Monday,Hazy,Daylight,National Highway,Wet,Unknown,72,4
0,Minor,17:41,Tuesday,Snowy,Dusk,Village Road,Dry,Guard,112,3
0,Minor,16:54,Wednesday,Stormy,Dawn,National Highway,Wet,None,91,5
0,Minor,7:46,Tuesday,Rainy,Dawn,State Highway,Dry,Guard,52,5
1,Minor,5:18,Saturday,Hazy,Dawn,National Highway,Wet,Unknown,60,3
1,Minor,20:01,Saturday,Stormy,Dark,Urban Road,Icy,Signs,38,2
0,Minor,9:13,Thursday,Clear,Dusk,Village Road,Wet,None,104,2
0,Minor,19:12,Sunday,Clear,Dusk,State Highway,Icy,None,60,2
0,Fatal,13:03,Monday,Rainy,Dark,Village Road,Icy,Signals,104,4
1,Serious,18:48,Thursday,Hazy,Dusk,Village Road,Wet,Signs,108,5
1,Minor,8:02,Sunday,Hazy,Dusk,Village Road,Icy,Signs,61,5
1,Minor,5:40,Thursday,Hazy,Dark,Urban Road,Icy,Guard,42,5
0,Minor,17:15,Thursday,Snowy,Daylight,Village Road,Dry,None,94,4
0,Minor,13:29,Monday,Stormy,Dusk,Village Road,Dry,Guard,52,5
0,Minor,17:54,Monday,Hazy,Dark,National Highway,Icy,Signs,39,3
0,Minor,6:37,Friday,Stormy,Dawn,Urban Road,Under Construction,Signals,44,1
1,Serious,22:53,Tuesday,Rainy,Daylight,State Highway,Wet,None,109,4
1,Minor,9:02,Tuesday,Hazy,Dawn,State Highway,Icy,Signs,71,1
1,Minor,23:18,Friday,Rainy,Dusk,State Highway,Wet,Signals,31,3
1,Minor,3:18,Friday,Hazy,Daylight,Urban Road,Dry,Unknown,51,2
0,Minor,19:19,Saturday,Clear,Dark,State Highway,Wet,Signs,52,2
1,Minor,22:17,Sunday,Foggy,Dusk,Urban Road,Icy,Unknown,93,2
1,Serious,4:30,Thursday,Rainy,Dark,National Highway,Icy,Guard,87,4
1,Minor,19:37,Friday,Hazy,Daylight,National Highway,Icy,Unknown,34,2
0,Minor,6:11,Wednesday,Foggy,Dawn,Urban Road,Icy,Signs,70,4
0,Minor,14:29,Tuesday,Rainy,Dusk,State Highway,Under Construction,Unknown,25,4
0,Minor,8:34,Friday,Snowy,Dusk,Urban Road,Under Construction,None,110,1
1,Fatal,14:46,Wednesday,Hazy,Dark,Urban Road,Under Construction,Signs,88,2
0,Minor,5:53,Wednesday,Snowy,Daylight,Village Road,Icy,Signals,88,5
0,Serious,0:37,Wednesday,Clear,Dark,Urban Road,Under Construction,Unknown,101,2
0,Minor,9:46,Saturday,Hazy,Daylight,Village Road,Wet,None,111,2
0,Minor,17:17,Saturday,Clear,Dusk,National Highway,Icy,Guard,54,2
0,Minor,10:25,Wednesday,Foggy,Daylight,Village Road,Dry,Guard,105,5
0,Minor,14:28,Sunday,Rainy,Dusk,Urban Road,Icy,Unknown,53,5
0,Minor,3:50,Saturday,Stormy,Daylight,National Highway,Wet,Guard,82,4
0,Minor,4:56,Thursday,Clear,Dawn,Village Road,Under Construction,Signals,87,5
1,Minor,5:31,Wednesday,Stormy,Daylight,Urban Road,Icy,Signs,37,4
0,Minor,22:23,Thursday,Stormy,Dawn,National Highway,Under Construction,None,45,1
1,Minor,23:24,Thursday,Rainy,Daylight,Village Road,Icy,Unknown,105,4
0,Minor,18:22,Wednesday,Foggy,Daylight,Urban Road,Wet,Guard,116,2
0,Minor,11:46,Tuesday,Rainy,Dark,Urban Road,Icy,Signs,80,3
1,Serious,13:04,Sunday,Hazy,Dark,State Highway,Under Construction,Signals,97,3
0,Minor,18:56,Wednesday,Clear,Dusk,State Highway,Under Construction,Guard,114,2
0,Serious,22:27,Wednesday,Stormy,Dark,Village Road,Wet,Guard,93,4
0,Minor,17:06,Saturday,Rainy,Daylight,Village Road,Icy,None,107,2
1,Serious,21:36,Wednesday,Rainy,Dark,Village Road,Dry,Signals,104,5
0,Minor,14:30,Tuesday,Rainy,Daylight,Urban Road,Icy,Signals,67,4
1,Serious,3:00,Saturday,Clear,Dawn,Village Road,Wet,Unknown,91,2
0,Minor,4:15,Monday,Foggy,Daylight,Urban Road,Dry,None,115,5
0,Minor,19:44,Monday,Rainy,Dusk,Village Road,Wet,Unknown,50,5
0,Minor,7:55,Thursday,Clear,Dawn,Urban Road,Icy,None,53,4
0,Minor,23:35,Sunday,Stormy,Dusk,Urban Road,Dry,Signals,106,1
0,Minor,23:45,Thursday,Hazy,Dusk,State Highway,Wet,None,108,1
0,Minor,14:37,Tuesday,Snowy,Dusk,National Highway,Under Construction,None,26,5
0,Serious,10:34,Friday,Clear,Dark,Urban Road,Dry,None,102,1
1,Minor,10:25,Sunday,Snowy,Dusk,Village Road,Dry,Signs,26,5
0,Minor,10:59,Monday,Rainy,Dawn,State Highway,Wet,Signs,66,1
0,Minor,22:30,Thursday,Rainy,Daylight,Village Road,Under Construction,Signals,27,5
1,Minor,1:47,Monday,Clear,Dusk,Village Road,Dry,None,97,5
0,Minor,14:28,Tuesday,Snowy,Dawn,Urban Road,Wet,Signals,20,5
0,Minor,22:42,Tuesday,Rainy,Dusk,Urban Road,Dry,Signs,96,5
1,Minor,14:44,Friday,Stormy,Daylight,National Highway,Dry,None,22,3
1,Minor,10:28,Friday,Foggy,Dawn,Urban Road,Dry,Unknown,72,1
0,Minor,14:03,Saturday,Foggy,Dawn,Urban Road,Under Construction,Signs,111,5
1,Minor,2:08,Sunday,Rainy,Daylight,National Highway,Icy,Signs,57,2
0,Minor,17:32,Tuesday,Snowy,Dawn,Village Road,Icy,Signs,70,4
0,Minor,14:40,Thursday,Hazy,Daylight,National Highway,Under Construction,None,34,2
0,Minor,18:43,Monday,Rainy,Dawn,National Highway,Under Construction,Guard,119,2
1,Serious,15:19,Wednesday,Hazy,Dawn,National Highway,Wet,Unknown,86,3
0,Minor,0:50,Friday,Hazy,Daylight,State Highway,Dry,Unknown,83,1
0,Minor,23:53,Wednesday,Snowy,Daylight,Village Road,Under Construction,Signals,87,3
0,Minor,3:58,Thursday,Hazy,Dawn,State Highway,Wet,None,24,1
0,Minor,14:09,Friday,Stormy,Dawn,State Highway,Icy,Signs,109,5
0,Minor,21:44,Wednesday,Snowy,Daylight,Urban Road,Icy,Guard,108,3
0,Minor,6:05,Sunday,Rainy,Dark,National Highway,Icy,None,29,4
0,Minor,1:35,Thursday,Stormy,Daylight,National Highway,Icy,None,27,1
0,Minor,20:40,Monday,Clear,Dawn,State Highway,Wet,Guard,31,3
0,Minor,17:00,Sunday,Foggy,Dawn,Urban Road,Dry,Signs,83,4
0,Minor,13:41,Thursday,Rainy,Dawn,Urban Road,Wet,None,78,2
0,Minor,10:42,Saturday,Rainy,Daylight,Urban Road,Dry,Unknown,86,5
0,Minor,18:19,Friday,Rainy,Dawn,Village Road,Icy,Unknown,110,5
1,Minor,17:07,Tuesday,Stormy,Dark,State Highway,Under Construction,Guard,69,2
0,Minor,11:18,Monday,Clear,Dusk,Village Road,Under Construction,Signs,42,3
0,Minor,11:11,Sunday,Snowy,Dark,Urban Road,Under Construction,Guard,59,2
0,Minor,16:54,Sunday,Clear,Daylight,Urban Road,Dry,None,116,4
0,Minor,0:03,Wednesday,Stormy,Dawn,Urban Road,Icy,Unknown,97,1
0,Minor,6:17,Friday,Rainy,Daylight,National Highway,Wet,Signals,106,3
0,Minor,10:52,Tuesday,Foggy,Dusk,State Highway,Under Construction,Guard,114,1
0,Minor,21:22,Thursday,Rainy,Daylight,National Highway,Dry,Signals,96,2
0,Minor,15:47,Tuesday,Snowy,Dawn,Village Road,Under Construction,Signals,95,5
0,Minor,20:45,Friday,Hazy,Dusk,National Highway,Wet,Unknown,118,1
0,Minor,12:03,Friday,Foggy,Dusk,State Highway,Icy,Guard,37,1
0,Minor,21:36,Saturday,Rainy,Dawn,National Highway,Wet,Signals,40,5
0,Minor,16:35,Saturday,Foggy,Dawn,Urban Road,Icy,None,20,1
0,Minor,14:27,Tuesday,Hazy,Dawn,Village Road,Icy,Signs,57,1
0,Minor,23:16,Thursday,Clear,Daylight,Village Road,Icy,Signs,60,5
0,Minor,2:22,Tuesday,Stormy,Dark,Urban Road,Under Construction,Unknown,61,5
0,Minor,5:04,Friday,Rainy,Daylight,Urban Road,Wet,Guard,28,2
1,Minor,20:54,Friday,Snowy,Daylight,Urban Road,Under Construction,Guard,42,2
0,Fatal,10:17,Wednesday,Clear,Dark,State Highway,Wet,Signs,97,1
0,Minor,11:21,Saturday,Rainy,Dawn,National Highway,Dry,None,30,3
1,Minor,3:38,Wednesday,Clear,Dawn,Village Road,Dry,Signs,90,2
1,Serious,0:54,Monday,Snowy,Dark,National Highway,Wet,Signs,50,2
0,Serious,22:44,Friday,Rainy,Dark,Urban Road,Wet,Guard,107,3
0,Minor,18:56,Wednesday,Hazy,Daylight,Urban Road,Wet,Signals,45,3
1,Minor,10:39,Tuesday,Hazy,Dusk,National Highway,Wet,None,49,5
1,Minor,15:16,Saturday,Snowy,Dark,Village Road,Icy,Guard,53,2
0,Minor,13:24,Saturday,Foggy,Daylight,State Highway,Under Construction,Signs,65,4
0,Minor,20:09,Thursday,Snowy,Dusk,National Highway,Icy,Signals,88,4
0,Minor,10:02,Tuesday,Foggy,Dawn,Urban Road,Under Construction,None,24,1
0,Minor,4:21,Thursday,Rainy,Dawn,Urban Road,Under Construction,Unknown,80,2
0,Minor,7:55,Wednesday,Foggy,Daylight,State Highway,Under Construction,None,102,4
0,Minor,22:02,Sunday,Rainy,Daylight,National Highway,Icy,None,57,2
0,Minor,16:00,Monday,Rainy,Dark,State Highway,Wet,Signs,47,2
1,Minor,10:39,Tuesday,Stormy,Dawn,State Highway,Icy,Signs,45,4
0,Minor,4:55,Tuesday,Rainy,Daylight,Village Road,Icy,Unknown,80,2
0,Minor,12:43,Tuesday,Foggy,Dawn,Village Road,Under Construction,Unknown,42,3
1,Minor,20:13,Thursday,Stormy,Dawn,Urban Road,Dry,Unknown,65,1
1,Minor,1:30,Wednesday,Stormy,Dark,National Highway,Dry,Guard,49,5
0,Minor,17:16,Tuesday,Rainy,Dusk,Village Road,Icy,Guard,86,4
0,Serious,15:53,Sunday,Snowy,Dark,Urban Road,Under Construction,Signs,111,5
0,Minor,6:16,Tuesday,Snowy,Daylight,National Highway,Icy,Signs,52,1
0,Minor,19:50,Saturday,Hazy,Dark,Urban Road,Icy,Unknown,22,3
0,Serious,19:18,Monday,Stormy,Dark,Village Road,Wet,Guard,88,3
0,Minor,11:11,Saturday,Rainy,Dawn,Urban Road,Under Construction,Signals,102,3
0,Minor,4:53,Saturday,Snowy,Dark,National Highway,Dry,Guard,61,3
0,Minor,16:00,Monday,Rainy,Daylight,National Highway,Dry,Signs,81,4
0,Minor,7:46,Sunday,Rainy,Dusk,Urban Road,Dry,Guard,77,4
0,Minor,19:03,Wednesday,Stormy,Dark,National Highway,Icy,Signs,76,2
0,Minor,21:42,Saturday,Hazy,Dark,Urban Road,Under Construction,Unknown,20,2
0,Minor,13:23,Wednesday,Stormy,Dusk,National Highway,Wet,Unknown,92,1
0,Minor,3:57,Saturday,Clear,Daylight,Urban Road,Dry,Unknown,79,2
1,Minor,16:19,Friday,Snowy,Daylight,Urban Road,Under Construction,Signals,88,1
0,Minor,16:53,Monday,Snowy,Dark,Urban Road,Dry,Signals,78,1
0,Minor,12:24,Saturday,Snowy,Dawn,State Highway,Wet,Signs,65,1
1,Minor,6:41,Friday,Foggy,Dark,National Highway,Under Construction,None,53,3
0,Minor,4:59,Thursday,Rainy,Dusk,Village Road,Icy,Signals,116,5
0,Minor,2:00,Friday,Stormy,Dusk,Urban Road,Icy,Signs,44,5
0,Minor,17:54,Tuesday,Snowy,Dusk,State Highway,Dry,Guard,61,4
0,Minor,17:12,Saturday,Clear,Dark,Village Road,Dry,Unknown,48,1
1,Minor,12:11,Friday,Snowy,Dark,Urban Road,Under Construction,Unknown,44,3
0,Minor,9:16,Wednesday,Hazy,Daylight,Village Road,Wet,Unknown,73,2
